id,postTitle,facebookUrl,profileId,profileName,date,text,manual_sentiment
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzk2MTAzNjg1NTA0NzMyOA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02nN2skgyGQ57HvVhr1A1t539dAEuEDRERy6HsLZpN36XiHt2DFz1ApQVSzwDABXdtl,Ahmad Yani,2023-05-30T16:22:00.000Z,Yes pohon hayati aku juga ikut milih....,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzk3NzcwNzA4NjU2OTMxOQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid067fhmtQmvpFZoXbUdZR9MBjn85dZJJpiQUc3P7CUztkwpSk1p5RiLuuppkS6pYPtl,Itan Rustandi,2023-05-30T12:01:33.000Z,Biasanya juga tengah malam mengumumkannya....,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzk4MjM2OTU5MjkzOTYxOA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0B7qdtNjxc9fr5VMhL4ANPfyJqXJHkmTcmYDNfodbDiUFjKNsZJzcaj9fK7zG3DxBl,Roso Dewa,2023-05-30T11:52:10.000Z,Jos jos lancar mantap pk jkwi lanjut,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzk5MjkyOTM5NTM4ODU4OQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0WVW6zrrCSW2oDfdAfYaxCPHFnZuYMXz9ZMLkVy5qXb6FSYDyLFo85kcHKUTg9Q2ml,Haris Sulaiman,2023-05-30T12:57:21.000Z,"Good job mas Joko presiden Indonesia ku.. terbaik, smagat2",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzk5NTI2NTMwMTQ2Nzk1NA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0rPJnL3d8fZwG7RkDUrXw3vSdwQqSAtANvpRvH46484gPns8jkR88qq53Ybg95xzSl,Angga Saputra,2023-06-02T08:40:22.000Z,"Engak tau ini untuk apa??
Dan kepentingan siapa??..
Pembangunan....ibu kota bru...yg butuh waktu yg sangat lama sementara jabatanya sbg presiden akan brakhir di 2024...
Yg akan membuat pusing...presiden terpilih selanjunya karna mengerjakan hal yg musthil...dan memakan biaya tidak sedikit...
Jika di bandingkan dgn amerika,sidney,kanada....karna ke 3 negara tsb hnya memindahkan ibukota....bukan membangun dari 0....
Marilah kita berfikir secara logika....apa mau nambah utang,atau untuk kepentingan cukong dan oligarki....",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzkxODY3NTQ5MjUyNjkzOQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02AbohaevsiHy5SEYQDy8pNCweMzUaynNvmLSv4wUuhY6JBFA3RBBxji3GTwpbNuekl,Usman,2023-05-30T16:11:17.000Z,Mantap bapaku 3 priode jos indonesia maju,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzkzMTg0NDQxODA1MTkyOQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02qd5Npk4FF4EqjZaYSJkcSjPrUnZrqq6zqKXy2nZRhPSzMgKjD45mVPRouQWvPjJwl,Senthot Sarjoju Joju,2023-06-02T12:09:04.000Z,Alhamdulillah alhamdulillah Amiiin,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzkzOTIxNDY2Mzc5Mzg1NA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0K5UF141JpkSpyqyGQAB8xwixswpa9LuaAyzFnRGtFxeqMNj7hvPLb9szHdgRzPMHl,Ari Irwandi,2023-05-30T15:04:55.000Z,biasa nya pke kata2 akn Meroket ....?,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzM0MzE3ODQ1MTcwMzc5MTg=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02zR615y2etfeoc5XP9U4H9PViHz89pT8Q7sFk61TwtXwTwgeeorjcWw6Du4XYPCqXl,Tatang Brid Fram,2023-05-31T12:28:02.000Z,Semua y untuk rakyat ngmg y tp rakyat yg mna.... Kmiskinan d abay kn haduh,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzM1Mzg0MjIzMTk3MjU5NTQ=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02YtCTh2Tp3Aav3jpMTuqTCRgxfioPaztMr6w4EJVvcsULLPT44y7qrfo2pv5EWc3El,Sabar,2023-06-01T19:15:51.000Z,Maaf pak presiden kami sebagai petani bukan perlu ikn kami perlu pupils murah sekarang pupuk mahal,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzM1Mzg4MDgzNTMwNjk4OTI=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0286Su4uNr44x9TLK2WcuLCJasMKZwooz8mPkr6EszZ9Ho72egbECCt9YpeCtUVVgtl,Dedi Alishaputra,2023-05-30T17:45:18.000Z,"Doa terbaik untuk indonesia. 
Tolong jangan di politisasi. 🙏🙏
Kita doakan saja agar indonesia menjadi negara yang lebih baik dan maju. Amiiiin",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzM1NTQ5NzExMzgxNTk2ODg=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02PTAVndMbzhxxt4wQhiFdzBgjcVxkQv31rnhQzgEpS7wLmU1UApnoaiBt9Ps3XaSrl,Rahmad Pujia,2023-05-31T05:00:58.000Z,Tambai Lambang garudanya pak,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzM2NjY3MjIxNjAyNzUyMzE=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid06zzmh98rGGo8JDY7VL1qFQbmSQQo2jYrDxkmiCycRoGL45ktM3iB3sSq2kyzchP3l,Wahyu Nurgendut,2023-06-01T05:47:37.000Z,"Drng dadi kok wes gawe logo ,,,,emangnya ws pirang persen pk de,,,,dianya panik",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzQ4MTcyNjAyNDExOTg5Mg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02RHXze2U6EGmb4UyvvkXcDe7d5uC3uKqyBDjw9c4zo8u9QVktWaZJo4EnAvqoAsokl,Hani Mutia,2023-05-30T12:41:05.000Z,Akan terus dikenang namanya krn telah Meninggalkan triliun rupiah ayo rakyat kita bayar pajak untuk bayar utang dari rezim ini. Inilah yg akan dikenang selalu. Bagi presiden selanjutnya selamat. Membebani utang hehehehe,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzU3MTc1NTU5ODQwNjk4NQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02BdDUPfsAuV8sNURhuaqFAWHXgQNTA5uv7CYhnSkKFaD5djfKAWdxuhtdRQH5hACGl,Sumihar Sibarani Susi,2023-05-30T11:06:59.000Z,Termasuk saya di dalam ikut memilih,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzY0NDM1MzM0NzkwMzkwMzM=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,100003675559050,Dhani Putra Pratama,2023-05-31T00:41:46.000Z,"Saya rakyat kog tau sama sekali kpn pemilihannnya...
Ada2 aja",neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzY2MjIxOTY5NTczMjc1OA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0G63Z7DVCaFrcsZj89LGgvGWFjUe55q56kMYVssWefzzvttYEBaTb6CfQCSgkCo9Zl,Naa Thalita Prasetyo,2023-05-30T12:08:34.000Z,"Kemaren ikut voting.. tp pilihan saya kalah
Ga dapet sepeda listrik dah🤣🤣🤣",neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzY3OTg4NDYyMzk1NjIzNg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0ufzGhuPdbgrDcjuGXdrSARf28RZ2CDtZF9zUdHVdDah1o7FtyaoaNsHbGpQ5UZ55l,Tono Saputro,2023-05-30T11:43:10.000Z,Bpk Jokowi mantap memajukan bangsa,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzY5MzczNjM0NjI5MDI1Ng==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02rtgbQ77F8EM8e38AzfgAuRPET78dGVPRiZsuQEkRBpQQTfy6eES9SX8bp2Hsx9Vol,Amanda Dea,2023-05-30T14:14:00.000Z,"Teruskan aja sampai nyungsep,kereta cepat udah nyungsep menjaminkan APBN dan nambah utang cina,IKN mana inves yg d kadang2 udah pada ngantri nyatanya gak ada yg masuk,teruskan nambah utang setinggi2nya dan habiskan jg APBN dengan ambisimu",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzY5Mzk0ODYyMjUzNTE4Nw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02A57o1hrCqscDxVzb9ZpjZTPYGEsWs1SkBWXpSh1x8JacFJogKj7nnZivUmFt49PHl,Luther Pansius Sipayung,2023-05-31T00:46:17.000Z,"Mantap pak Presiden, segera diselesaikan, jangan mangkrak, biar bisa kita kunjungi ibu kota IKN yg baru 👍",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzYxNzk5OTgzNjg3MTI2NzY=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0xw95ivbHY6pVXCuYSk5T2Ky3aX4fW1JH2J4NNhHjT2wPecKv9peFy6LYeM7DQLQyl,Parlin Sirait,2023-05-30T13:28:10.000Z,"Selamat buat Mas Aulia Akbar, desain logonya terpilih untuk logo IKN.",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzYxOTg3Njc0MDA4MDAxMg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02c1vXF2hh1Dv51b7v47kRvniEPpY6qMdUnrphKGUHo8kjRsWJ1KPBAgjTnEE4raPWl,Mariden Simangunsong,2023-05-30T13:37:04.000Z,Pak Jokowi mantap 👍,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzYzMjEwNDAyNTY0MTY3NQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0Bx7M5xLLwrgxvBczhkTboD49cUAPp53qRk7sdHKCgyj8k2myvPUSYkv5hzoYThB2l,Bagus Bahari,2023-06-01T00:03:41.000Z,"POHON HAYATI 👍YES
CAKEP SEKALI
SELAMAT BUAT LAMBANG DI NUSANTARA 🙏",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzYzNjAxMDU5ODA4MjcyMQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0c4SGWuxfnkBW4iDxoZ8cKDCqqFXKTrZ78s2AbhqU8jcmUGNAVLhJhgQXsZ45RX4rl,Yayan Syarwi,2023-05-30T17:24:48.000Z,Rakyat melarat masa kmmpinannnya,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzYzODU4MDk0ODEzMTc5NQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02E4CubKEDS6MHxFprksqYm4ZpF9pWrhqP2sFW9UGK8kA5nDqN4f1ddaedp2X87hybl,Jupri Mappile To Carra,2023-05-30T17:54:44.000Z,Di paksakan,negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzc3MTExMjA2MTEzOTE0Mg==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid02iB3K1kgimvNxcdWzJroyzUrBG8CppTQdD5LCQN46q3F4YotqSfzGCpPVuXGLTfagl,Muhajirin,2023-06-02T12:45:09.000Z,"Ini berita ngawur,kapan ada voting dari seluruh rakyat Indonesia? IKN adalah proyek oligarki yang dipaksakan oleh rezim demi pencitraan seolah-olah rezim paling mampu membangun, padahal ,modal ngutang dan tidak memberi manfaat bagi  kesejahteraan rakyat",negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzcxNDE5MDA2NzE3ODU1OA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100021244479286,Tarono,2023-06-03T05:03:36.000Z,"Saya warga negara Republik Indonesia, perasaan gak ada yg minta vote apapun",neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzcxNDE5MDA2NzE3ODU1OA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100021244479286,Tarono,2023-06-03T05:03:36.000Z,"Saya warga negara Republik Indonesia, perasaan gak ada yg minta vote apapun",neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzE0MTUxMjEzODkzMjk5Nzc=,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid02X7sJZtdtKR1JhYyP3H1SmtnVtrE2EAaHZLeRyFFY7Zz425otuQemeS8zpSGgrDgRl,Krisna Cahya Tama,2023-06-03T11:44:40.000Z,Kapan ade voting,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzE2MjkzMTc4OTc1MzY4Mzk=,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0Px77hZG3SmEsw8mGLPN2iLFaVFrqr6SwjohT7e5W4Wuj251d2rdyRQqk2E6Bj5k4l,Rudy Ansyah,2023-06-03T07:47:54.000Z,"Seluruh rakyat Indonesia???,
Gua kok gak ikutan ya???, 🤔🤔🤔",neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzE4MzAzMjI4NDcyMjQxNw==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0dy2uBHp72cEKLQe6MAnJ1M17YauZBusqzmXwAEmKUCXfiGbRA22JgHZK8EDn4Ral,Muh Risal,2023-06-04T11:39:42.000Z,"Lahh seluruh masyarakat indonesia?masyarakat yg mana,gua ni masyarakatnya gk kebagia votin...wahh ini ma ngawurrrr",negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzg5NTE3ODQzODI0ODYwMg==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0Xpw1yKKJpERzLRLQ3xskBwG4hQd4KVi9Lb9ZDReLjvoseizmap7UviT68TaNQxNCl,Lian Jacky,2023-06-04T07:39:02.000Z,Logo pengganti LAMBANG GARUDA & nama NUSANTARA pengganti nama INDONESIA apakah seperti itu nantinya..Hanya WAKTU YG BISA JAWAB SEMUA ITU,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzg5NTE3ODQzODI0ODYwMg==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0Xpw1yKKJpERzLRLQ3xskBwG4hQd4KVi9Lb9ZDReLjvoseizmap7UviT68TaNQxNCl,Lian Jacky,2023-06-04T07:39:02.000Z,Logo pengganti LAMBANG GARUDA & nama NUSANTARA pengganti nama INDONESIA apakah seperti itu nantinya..Hanya WAKTU YG BISA JAWAB SEMUA ITU,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzgzMzIxNzg3NDg5NTIxMQ==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100005850404811,Jaya Hardi Kusuma,2023-06-03T07:00:27.000Z,Masyarakat yang mana? Kapan votingnya,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzI0MjAyMTIyNTExMDk2Mg==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0AvNYh6Vd8RNh4h7LDWyZ8mb18VdHBvma7qoxLXkcERMQRGx3HKtt344giC8hTg1zl,Fauji Ahmad,2023-06-02T12:44:07.000Z,Kok ndac melibat kan orng Kalimantan sendiri buat logonya..,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzI2MTQwNTYxNjM3NTM4Mw==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100045963533705,Syahdan Irawan Syahdan,2023-06-02T10:23:57.000Z,Jukowi 11rb triliun priode,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzI3NDEyMzc2ODQwMTU4OA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100082163127342,Kopral Khalid Bin Walid,2023-06-02T22:41:21.000Z,"Teruskan berbangga dengan kebohongan kebohongan kalian.
Investor masih nol.
Utang bertambah besar.
Masa menjabat makin habis.
Kepanikan dan fakta makin terungkap.
Puaskan nafsu kalian...
Rakyat sudah tahu isi otak kalian.",negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzk0MTMxMTg4NzE0NTk5OA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid07UQgDFDP81Jk1vNnXaYkgTVSocuXRmwhBM6TxmZpxTZ711tKJhQpfvXgTZzoYWeRl,Tengku Wushu,2023-06-03T16:07:54.000Z,Atur brengseknya ajalah.. selama pejabat masih banyak yg  korup.. percuma 😆,negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzk2NDE0MDYxMTUyNzY3NA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid02YtrTzEzTcCL3z3JJgu8d36er5ehAqEKd2PMMdJpvEcXLyu67JtAbLmrT4FsmuerLl,Dans Ramadhan,2023-06-02T09:38:43.000Z,"Voting seluruh masyarakat indonesia??🤔🤔🤔
Kapan voting nya??",neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0Xzk5NTYzMTIxNDg5OTM4OQ==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0wQThT87BrvBf8U7SQcPD5943ktJQvYDNJnSCUBfKxKxnSt8ubKd5eRixDh86PaVQl,Def Rankoto,2023-06-04T11:22:29.000Z,Voting. Seluru rakyat. Agak lain ini.,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzkzMTY3NDIzODA0OTgyMw==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid02qtoUWh6h6HMHsZzs7AJPauhtAtHVFUGioTswv3yBUJLBechsELpQtkrRt9ygQ5W2l,Zadri Indra,2023-06-03T17:51:57.000Z,"Murah amat 180 juta, 🤣🤣 pohon hayat atau pohon kalpataru ya sama aja bukan hal yang baru. Cerita Voting lagi kapan?... pinokio susah boong terus.",negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzM1MDY3MTkyNzk2MTc0MjM=,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0MZQhYAkGR3MKKpx3oRq6PSS738ng8zTNizSaDoiyEe5CgB3wMqznkukiaA4BZubul,Fiqi,2023-06-03T21:59:55.000Z,Kapan votingnya?.Kok saya gak pernah denger?.Apa saya bukan warga Indonesia ya?,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzM1MDY3MTkyNzk2MTc0MjM=,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0MZQhYAkGR3MKKpx3oRq6PSS738ng8zTNizSaDoiyEe5CgB3wMqznkukiaA4BZubul,Fiqi,2023-06-03T21:59:55.000Z,Kapan votingnya?.Kok saya gak pernah denger?.Apa saya bukan warga Indonesia ya?,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzU2MDI2MTI0OTY0MDc3OA==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,100001492013429,Dede Noer,2023-06-02T12:59:36.000Z,"Ikn boleh d buat tapi untuk simbol negara cukup yg sudah ada saja yg sudah d paten kan para pendahulu..takut nya warna bendera dan simbol"" yg lain nya pun ikut berubah..( sekedar pemikiran saya yg awam mohon d maaf kan dan di lurus kan apa bila salah )🙏🙏",negative
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzYzNDE5MDcyODYwNTg4OQ==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0eZgjeTkvX9E8UhxymEyAE38zjPgVRxRKsDdLTf2VkL8NBcn2Zc4zyyuor7xFpAh8l,Nedy Ardian,2023-06-04T04:22:51.000Z,Kapan mulai ada pemilihan lomba desain ya?,neutral
Y29tbWVudDo3MDMwMzQ2MDAwMzE0ODg0XzYzNDE5MDcyODYwNTg4OQ==,"Pembangunan Ibu Kota Nusantara (IKN) masih akan terus berjalan. Kini, logo untuk IKN telah ditetapkan dari hassil voting seluruh masyarakat Indonesia....",https://fb.watch/kX_2qXstdj/,pfbid0eZgjeTkvX9E8UhxymEyAE38zjPgVRxRKsDdLTf2VkL8NBcn2Zc4zyyuor7xFpAh8l,Nedy Ardian,2023-06-04T04:22:51.000Z,Kapan mulai ada pemilihan lomba desain ya?,neutral
